Midwest Regional Housing Affordability Index,,,,,,,,,,,
2004.09," 152,000 ",5.71,707.0,15.2," 55,745 ",33936.0,164.3,156.8,165,,
2004.10," 152,000 ",5.75,710.0,15.3," 55,827 ",34080.0,163.8,164.3,171.8,,
2004.11," 152,300 ",5.72,709.0,15.2," 55,850 ",34032.0,164.1,163.8,171.1,,
2004.12," 154,900 ",5.80,727.0,15.6," 56,042 ",34896.0,160.6,164.1,170.3,,
2005.01," 144,300 ",5.80,677.0,14.5," 56,134 ",32496.0,172.7,160.6,182.6,,
2005.02," 149,300 ",5.71,694.0,14.8," 56,195 ",33312.0,168.7,172.7,175.7,,
2005.03," 152,800 ",5.85,721.0,15.4," 56,248 ",34608.0,162.5,168.7,183.5,,
2005.04," 165,700 ",5.89,785.0,16.7," 56,368 ",37680.0,149.6,162.5,176.5,,
2005.05," 169,900 ",5.84,801.0,17.0," 56,470 ",38448.0,146.9,149.6,160.4,,
2005.06," 176,900 ",5.68,820.0,17.4," 56,589 ",39360.0,143.8,146.9,151.5,,
2005.07," 176,900 ",5.71,822.0,17.4," 56,733 ",39456.0,143.8,143.8,154.1,,
2005.08," 176,700 ",5.85,834.0,17.6," 56,841 ",40032.0,142.0,143.8,156.8,,
2005.09," 171,500 ",5.88,812.0,17.1," 56,947 ",38976.0,146.1,142.0,164.3,,
2005.10," 169,900 ",6.04,818.0,17.2," 57,052 ",39264.0,145.3,146.1,163.8,,
2005.11," 168,300 ",6.30,833.0,17.5," 57,150 ",39984.0,142.9,145.3,164.1,,
2005.12," 168,400 ",6.39,842.0,17.6," 57,256 ",40416.0,141.7,142.9,160.6,,
2006.01," 164,900 ",6.38,823.0,17.1," 57,821 ",39504.0,146.4,141.7,172.7,,
2006.02," 154,800 ",6.39,774.0,16.0," 57,991 ",37152.0,156.1,146.4,168.7,,
2006.03," 157,200 ",6.48,793.0,16.4," 58,124 ",38064.0,152.7,156.1,162.5,,
2006.04," 160,600 ",6.58,819.0,16.9," 58,306 ",39312.0,148.3,152.7,149.6,,
2006.05," 168,900 ",6.63,866.0,17.8," 58,378 ",41568.0,140.4,148.3,146.9,,
2006.06," 172,200 ",6.71,890.0,18.2," 58,544 ",42720.0,137.0,140.4,143.8,,
2006.07," 175,200 ",6.74,908.0,18.6," 58,610 ",43584.0,134.5,137.0,143.8,,
2006.08," 169,000 ",6.81,882.0,18.0," 58,735 ",42336.0,138.7,134.5,142,,
2006.09," 165,700 ",6.60,847.0,17.3," 58,852 ",40656.0,144.8,138.7,146.1,,
2006.10," 162,400 ",6.58,828.0,16.8," 58,971 ",39744.0,148.4,144.8,145.3,,
2006.11," 159,300 ",6.51,806.0,16.4," 59,101 ",38688.0,152.8,148.4,142.9,,
2006.12," 162,600 ",6.39,813.0,16.4," 59,348 ",39024.0,152.1,152.8,141.7,,
2007.01," 156,700 ",6.46,789.0,15.8," 59,879 ",37872.0,158.1,152.1,146.4,,
2007.02," 151,400 ",6.52,767.0,15.3," 60,137 ",36816.0,163.3,158.1,156.1,,
2007.03," 156,600 ",6.48,790.0,15.7," 60,399 ",37920.0,159.3,163.3,152.7,,
2007.04," 159,900 ",6.38,798.0,15.8," 60,497 ",38304.0,157.9,159.3,148.3,,
2007.05," 162,300 ",6.53,823.0,16.3," 60,593 ",39504.0,153.4,157.9,140.4,,
2007.06," 166,500 ",6.66,856.0,16.9," 60,646 ",41088.0,147.6,153.4,137,,
2007.07," 171,000 ",6.82,894.0,17.6," 60,818 ",42912.0,141.7,147.6,134.5,,
2007.08," 174,700 ",6.79,910.0,17.9," 60,906 ",43680.0,139.4,141.7,138.7,,
2007.09," 161,800 ",6.60,827.0,16.2," 61,233 ",39696.0,154.3,139.4,144.8,,
2007.10," 156,800 ",6.55,797.0,15.6," 61,376 ",38256.0,160.4,154.3,148.4,,
2007.11," 156,400 ",6.45,787.0,15.3," 61,612 ",37776.0,163.1,160.4,152.8,,
2007.12," 154,900 ",6.33,769.0,14.9," 61,948 ",36912.0,167.8,163.1,152.1,,
2008.01," 144,300 ",6.02,694.0,13.4," 62,335 ",33312.0,187.1,167.8,158.1,,
2008.02," 137,000 ",5.90,650.0,12.5," 62,491 ",31200.0,200.3,187.1,163.3,,
2008.03," 145,100 ",6.06,700.0,13.4," 62,730 ",33600.0,186.7,200.3,159.3,,
2008.04," 153,400 ",5.99,735.0,14.1," 62,675 ",35280.0,177.7,186.7,157.9,,
2008.05," 158,900 ",6.10,770.0,14.7," 63,046 ",36960.0,170.6,177.7,153.4,,
2008.06," 169,800 ",6.25,836.0,15.8," 63,314 ",40128.0,157.8,170.6,147.6,,
2008.07," 165,100 ",6.46,831.0,15.8," 63,079 ",39888.0,158.1,157.8,141.7,,
2008.08," 164,800 ",6.51,834.0,15.8," 63,221 ",40032.0,157.9,158.1,139.4,,
2008.09," 146,900 ",6.26,724.0,13.7," 63,248 ",34752.0,182.0,157.9,154.3,,
2008.10," 141,500 ",6.26,698.0,13.3," 63,102 ",33504.0,188.3,182.0,160.4,,
2008.11," 138,500 ",6.29,685.0,13.1," 62,846 ",32880.0,191.1,188.3,163.1,,
2008.12," 138,400 ",5.62,637.0,12.3," 62,334 ",30576.0,203.9,191.1,167.8,,
2009.01," 129,200 ",5.39,580.0,11.5," 60,458 ",27840.0,217.2,203.9,187.1,,
2009.02," 128,300 ",5.19,563.0,11.4," 59,498 ",27024.0,220.2,217.2,200.3,,
2009.03," 137,300 ",5.26,607.0,12.3," 59,226 ",29136.0,203.3,220.2,186.7,,
2009.04," 137,600 ",5.05,594.0,11.9," 59,916 ",28512.0,210.1,203.3,177.7,,
2009.05," 146,200 ",5.01,629.0,12.4," 60,682 ",30192.0,201.0,210.1,170.6,,
2009.06," 155,400 ",5.20,683.0,13.5," 60,772 ",32784.0,185.4,201.0,157.8,,
2090.07," 155,600 ",5.39,698.0,13.9," 60,328 ",33504.0,180.1,185.4,158.1,,
2009.08," 148,400 ",5.43,669.0,13.2," 60,606 ",32112.0,188.7,180.1,157.9,,
2009.09," 146,300 ",5.27,648.0,12.8," 60,561 ",31104.0,194.7,188.7,182,,
2009.10," 143,800 ",5.14,627.0,12.4," 60,660 ",30096.0,201.6,194.7,188.3,,
2009.11," 138,500 ",5.09,601.0,11.8," 61,300 ",28848.0,212.5,201.6,191.1,,
2009.12," 133,100 ",4.93,567.0,11.0," 61,990 ",27216.0,227.8,212.5,203.9,,
2010.01," 127,200 ",5.10,553.0,11.0," 60,439 ",26544.0,227.7,227.8,217.2,,
2010.02," 126,700 ",5.26,560.0,11.1," 60,409 ",26880.0,224.7,227.7,220.2,,
2010.03," 134,000 ",5.19,588.0,11.7," 60,347 ",28224.0,213.8,224.7,203.3,,
2010.04," 139,700 ",5.19,613.0,12.2," 60,256 ",29424.0,204.8,213.8,210.1,,
2010.05," 148,200 ",5.18,650.0,13.0," 60,180 ",31200.0,192.9,204.8,201,,
2010.06," 155,600 ",5.10,676.0,13.5," 60,162 ",32448.0,185.4,192.9,185.4,,
2010.07," 150,900 ",5.02,650.0,13.0," 60,123 ",31200.0,192.7,185.4,180.1,,
2010.08," 146,800 ",4.78,615.0,12.3," 60,055 ",29520.0,203.4,192.7,188.7,,
2010.09," 138,800 ",4.61,570.0,11.4," 60,050 ",27360.0,219.5,203.4,194.7,,
2010.10," 138,900 ",4.67,574.0,11.5," 59,978 ",27552.0,217.7,219.5,201.6,,
2010.11," 138,600 ",4.66,572.0,11.4," 59,961 ",27456.0,218.4,217.7,212.5,,
2010.12," 140,100 ",4.70,581.0,11.6," 59,894 ",27888.0,214.8,218.4,227.8,,
2011.01," 126,400 ",4.78,529.0,10.4," 61,216 ",25392.0,241.1,214.8,227.7,,
2011.02," 120,600 ",4.80,506.0,9.9," 61,291 ",24288.0,252.4,241.1,224.7,,
2011.03," 126,000 ",4.89,534.0,10.5," 61,315 ",25632.0,239.2,252.4,213.8,,
2011.04," 131,500 ",4.88,557.0,10.9," 61,379 ",26736.0,229.6,239.2,204.8,,
2011.05," 139,100 ",4.91,591.0,11.6," 61,385 ",28368.0,216.4,229.6,192.9,,
2011.06," 146,300 ",4.74,610.0,11.9," 61,423 ",29280.0,209.8,216.4,185.4,,
2011.07," 146,700 ",4.82,617.0,12.0," 61,493 ",29616.0,207.6,209.8,192.7,,
2011.08," 142,100 ",4.99,610.0,11.9," 61,484 ",29280.0,210.0,207.6,203.4,,
2011.09," 136,400 ",4.73,568.0,11.1," 61,500 ",27264.0,225.6,210.0,219.5,,
2011.10," 132,800 ",4.22,521.0,10.2," 61,565 ",25008.0,246.2,225.6,217.7,,
2011.11," 133,000 ",4.50,539.0,10.5," 61,519 ",25872.0,237.8,246.2,218.4,,
2011.12," 129,400 ",4.15,503.0,9.8," 61,574 ",24144.0,255.0,237.8,214.8,,
2012.01," 121,900 ",4.55,497.0,9.6," 62,123 ",23856.0,260.4,255.0,241.1,,
2012.02," 120,500 ",4.26,475.0,9.1," 62,307 ",22800.0,273.3,260.4,252.4,,
2012.03," 132,200 ",3.96,502.0,9.6," 62,425 ",24096.0,259.1,273.3,239.2,,
2012.04," 140,600 ",3.94,533.0,10.2," 62,537 ",25584.0,244.4,259.1,229.6,,
2012.05," 148,700 ",3.94,564.0,10.8," 62,530 ",27072.0,231.0,244.4,216.4,,
2012.06," 157,500 ",3.81,588.0,11.3," 62,549 ",28224.0,221.6,231.0,209.8,,
2012.07," 155,000 ",3.77,576.0,11.0," 62,638 ",27648.0,226.6,221.6,207.6,,
2012.08," 152,200 ",3.65,557.0,10.7," 62,645 ",26736.0,234.3,226.6,210,,
2012.09," 146,300 ",3.67,537.0,10.3," 62,833 ",25776.0,243.8,234.3,225.6,,
2012.10," 142,300 ",3.55,514.0,9.8," 63,061 ",24672.0,255.6,243.8,246.2,,
2012.11," 143,100 ",3.49,513.0,9.7," 63,367 ",24624.0,257.3,255.6,237.8,,
2012.12," 141,700 ",3.42,504.0,9.5," 63,942 ",24192.0,264.3,257.3,255,,
2013.01," 131,400 ",3.46,470.0,8.9," 63,306 ",22560.0,280.6,264.3,260.4,,
2013.02," 130,700 ",3.58,474.0,9.0," 63,358 ",22752.0,278.5,280.6,273.3,,
2013.03," 142,600 ",3.68,524.0,9.9," 63,460 ",25152.0,252.3,278.5,259.1,,
2013.04," 149,600 ",3.72,552.0,10.4," 63,703 ",26496.0,240.4,252.3,244.4,,
2013.05," 160,700 ",3.57,582.0,10.9," 64,066 ",27936.0,229.3,240.4,231,,
2013.06," 171,600 ",3.71,633.0,11.8," 64,269 ",30384.0,211.5,229.3,221.6,,
2013.07," 169,500 ",4.16,660.0,12.3," 64,254 ",31680.0,202.8,211.5,226.6,,
2013.08," 165,300 ",4.44,665.0,12.4," 64,433 ",31920.0,201.9,202.8,234.3,,
2013.09," 158,400 ",4.60,650.0,12.1," 64,657 ",31200.0,207.2,201.9,243.8,,
2013.10," 154,700 ",4.54,630.0,11.7," 64,645 ",30240.0,213.8,207.2,255.6,,
2013.11," 150,800 ",4.42,606.0,11.2," 64,924 ",29088.0,223.2,213.8,257.3,,
2013.12," 152,100 ",4.51,617.0,11.4," 64,838 ",29616.0,218.9,223.2,264.3,,
2014.01," 140,500 ",4.66,580.0,10.7," 64,946 ",27840.0,233.3,218.9,280.6,,
2014.02," 141,400 ",4.54,576.0,10.6," 65,180 ",27648.0,235.7,233.3,278.5,,
2014.03," 149,600 ",4.43,601.0,11.0," 65,423 ",28848.0,226.8,235.7,252.3,,
2014.04," 156,600 ",4.47,633.0,11.6," 65,588 ",30384.0,215.9,226.8,240.4,,
2014.05," 167,000 ",4.43,671.0,12.2," 65,758 ",32208.0,204.2,215.9,229.3,,
2014.06," 178,500 ",4.31,708.0,12.9," 65,956 ",33984.0,194.1,204.2,211.5,,
2014.07," 176,300 ",4.31,699.0,12.7," 66,112 ",33552.0,197.0,194.1,202.8,,
2014.08," 175,400 ",4.28,693.0,12.5," 66,293 ",33264.0,199.3,197.0,201.9,,
2014.09," 166,600 ",4.24,655.0,11.8," 66,425 ",31440.0,211.3,199.3,207.2,,
2014.10," 164,200 ",4.35,654.0,11.8,"66,577"," 31,392 ",212.1,211.3,213.8,,
2014.11," 161,800 ",4.20,633.0,11.4,"66,732"," 30,384 ",219.6,212.1,223.2,,
2014.12," 159,800 ",4.17,623.0,11.2,"66,893"," 29,904 ",223.7,219.6,218.9,,
2015.01," 151,700 ",4.07,584.0,10.4,"67,417"," 28,032 ",240.5,223.7,233.3,,
2015.02," 153,800 ",3.95,584.0,10.4,"67,644"," 28,032 ",241.3,240.5,235.7,,
2015.03," 164,100 ",3.94,622.0,11.0,"67,649"," 29,856 ",226.6,241.3,226.8,,
2015.04," 172,000 ",3.94,652.0,11.5,"67,960"," 31,296 ",217.2,226.6,215.9,,
2015.05," 182,600 ",3.92,691.0,12.1,"68,275"," 33,168 ",205.8,217.2,204.2,,
2015.06," 190,500 ",3.97,725.0,12.7,"68,482"," 34,800 ",196.8,205.8,194.1,,
2015.07," 185,900 ",4.22,729.0,12.7,"68,678"," 34,992 ",196.3,196.8,197.0,,
2015.08," 181,900 ",4.18,710.0,12.4,"68,775"," 34,080 ",201.8,196.3,199.3,,
2015.09," 175,500 ",4.15,682.0,11.9,"68,824"," 32,736 ",210.2,201.8,211.3,,
2015.10," 172,600 ",4.12,669.0,11.7,"68,889"," 32,112 ",214.5,210.2,212.1,,
2015.11," 170,000 ",4.15,661.0,11.5,"68,852"," 31,728 ",217.0,214.5,219.6,,
2015.12," 171,700 ",4.23,674.0,11.7,"68,978"," 32,352 ",213.2,217.0,223.7,,
2016.01," 165,400 ",4.19,646.0,11.1,"69,715"," 31,008 ",224.8,213.2,240.5,,
2016.02," 162,700 ",4.13,631.0,10.9,"69,692"," 30,288 ",230.1,224.8,241.3,,
2016.03," 173,100 ",3.99,660.0,11.3,"69,979"," 31,680 ",220.9,230.1,226.6,,
2016.04," 181,200 ",3.98,690.0,11.8,"70,241"," 33,120 ",212.1,220.9,217.2,,
2016.05," 191,200 ",3.91,722.0,12.3,"70,376"," 34,656 ",203.1,212.1,205.8,,
2016.06," 199,200 ",3.95,756.0,12.8,"70,670"," 36,288 ",194.7,203.1,196.8,,
2016.07," 195,200 ",3.87,734.0,12.4,"70,903"," 35,232 ",201.2,194.7,196.3,,
2016.08," 192,500 ",3.81,718.0,12.1,"71,187"," 34,464 ",206.6,201.2,201.8,,
2016.09," 187,200 ",3.85,702.0,11.8,"71,631"," 33,696 ",212.6,206.6,210.2,,
2016.10," 182,900 ",3.80,682.0,11.4,"72,069"," 32,736 ",220.2,212.6,214.5,,
2016.11," 181,300 ",3.91,685.0,11.4,"72,350"," 32,880 ",220.0,220.2,217.0,,
2016.12," 178,300 ",4.25,702.0,11.6,"72,778"," 33,696 ",216.0,220.0,213.2,,
2017.01," 173,600 ",4.43,698.0,11.6,"71,942"," 33,504 ",214.7,216.0,224.8,,
2017.02," 172,400 ",4.53,701.0,11.6,"72,223"," 33,648 ",214.6,214.7,230.1,,
2017.03," 183,700 ",4.38,734.0,12.2,"72,449"," 35,232 ",205.6,214.6,220.9,,
2017.04," 194,200 ",4.21,761.0,12.6,"72,559"," 36,528 ",198.6,205.6,212.1,,
2017.05," 203,000 ",4.07,782.0,12.9,"72,812"," 37,536 ",194.0,198.6,203.1,,
2017.06," 213,300 ",4.20,834.0,13.7,"72,859"," 40,032 ",182.0,194.0,194.7,,
2017.07," 206,900 ",4.23,812.0,13.3,"73,093"," 38,976 ",187.5,182.0,201.2,,
2017.08," 203,100 ",4.28,802.0,13.1,"73,368"," 38,496 ",190.6,187.5,206.6,,
2017.09," 197,900 ",4.27,781.0,12.7,"73,778"," 37,488 ",196.8,190.6,212.6,,
2017.10," 193,600 ",4.16,754.0,12.2,"74,157"," 36,192 ",204.9,196.8,220.2,,
2017.11," 195,400 ",4.28,772.0,12.4,"74,512"," 37,056 ",201.1,204.9,220.0,,
2017.12," 192,400 ",4.32,764.0,12.2,"74,909"," 36,672 ",204.3,201.1,216.0,,
2018.01," 188,100 ",4.32,746.0,12.0,"74,418"," 35,808 ",207.8,204.3,214.7,,
2018.02," 180,000 ",4.49,729.0,11.7,"74,592"," 34,992 ",213.2,207.8,214.6,,
2018.03," 192,400 ",4.67,796.0,12.8,"74,789"," 38,208 ",195.7,213.2,205.6,,
2018.04," 200,600 ",4.75,837.0,13.4,"74,907"," 40,176 ",186.4,195.7,198.6,,
2018.05," 210,600 ",4.82,886.0,14.2,"75,076"," 42,528 ",176.5,186.4,194.0,,
2018.06," 217,600 ",4.85,919.0,14.7,"75,274"," 44,112 ",170.6,176.5,182.0,,
2018.07," 210,900 ",4.86,891.0,14.2,"75,480"," 42,768 ",176.5,170.6,187.5,,
2018.08," 207,900 ",4.93,886.0,14.1,"75,670"," 42,528 ",177.9,176.5,190.6,,
2018.09," 200,700 ",4.86,848.0,13.4,"75,678"," 40,704 ",185.9,177.9,196.8,,
2018.10," 198,600 ",5.02,855.0,13.5,"75,816"," 41,040 ",184.7,185.9,204.9,,
2018.11," 199,600 ",5.11,868.0,13.7,"75,893"," 41,664 ",182.2,184.7,201.1,,
2018.12," 192,200 ",5.12,837.0,13.2,"76,339"," 40,176 ",190.0,182.2,204.3,,
2019.01," 191,000 ",4.92,813.0,12.8," 76,440 "," 39,024 ",195.9,190.0,207.8,,
2019.02," 189,900 ",4.70,788.0,12.3," 76,781 "," 37,824 ",203.0,195.9,213.2,,
2019.03," 201,300 ",4.64,829.0,12.9," 77,045 "," 39,792 ",193.6,203.0,195.7,,
2019.04," 211,000 ",4.44,849.0,13.2," 77,238 "," 40,752 ",189.5,193.6,186.4,,
2019.05," 222,600 ",4.11,862.0,13.4," 77,370 "," 41,376 ",187.0,189.5,176.5,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.06," 231,700 ",3.84,868.0,13.4," 77,591 "," 41,664 ",186.2,187.0,170.6,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.07," 228,600 ",3.82,854.0,13.2," 77,801 "," 40,992 ",189.8,186.2,176.5,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.08," 224,500 ",3.66,823.0,12.7," 78,041 "," 39,504 ",197.6,189.8,177.9,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.09," 213,600 ",3.65,782.0,12.0," 78,173 "," 37,536 ",208.3,197.6,185.9,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.10," 210,200 ",3.74,778.0,11.9," 78,243 "," 37,344 ",209.5,208.3,184.7,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.11," 210,200 ",3.75,779.0,11.9," 78,519 "," 37,392 ",210.0,209.5,182.2,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.12," 208,800 ",3.78,776.0,11.8," 78,610 "," 37,248 ",211.0,210.0,190.0,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
