South Regional Housing Affordability Index,,,,,,,,,,,
2004.08," 172,700 ",5.91,820.0,19.7," 49,939 "," 39,360 ",126.9,123.6,125.5,,
2004.09," 174,800 ",5.77,818.0,19.6," 49,970 "," 39,264 ",127.3,126.9,122.4,,
2004.10," 170,800 ",5.76,798.0,19.1," 50,166 "," 38,304 ",131.0,127.3,127.7,,
2004.11," 172,100 ",5.75,803.0,19.2," 50,148 "," 38,544 ",130.1,131.0,130.7,,
2004.12," 175,100 ",5.80,822.0,19.4," 50,738 "," 39,456 ",128.6,130.1,127.5,,
2005.01," 169,200 ",5.84,798.0,19.1," 50,135 "," 38,304 ",130.9,128.6,137.8,,
2005.02," 167,500 ",5.81,787.0,18.8," 50,210 "," 37,776 ",132.9,130.9,133.7,,
2005.03," 168,800 ",5.89,800.0,19.1," 50,276 "," 38,400 ",130.9,132.9,134.2,,
2005.04," 172,800 ",6.02,831.0,19.8," 50,425 "," 39,888 ",126.4,130.9,135.1,,
2005.05," 178,500 ",5.92,849.0,20.2," 50,550 "," 40,752 ",124.0,126.4,126.7,,
2005.06," 191,100 ",5.78,895.0,21.2," 50,697 "," 42,960 ",118.0,124.0,117.3,,
2005.07," 186,100 ",5.80,874.0,20.6," 50,875 "," 41,952 ",121.3,118.0,123.6,,
2005.08," 188,600 ",5.94,899.0,21.1," 51,008 "," 43,152 ",118.2,121.3,126.9,,
2005.09," 187,600 ",5.98,898.0,21.1," 51,139 "," 43,104 ",118.6,118.2,127.3,,
2005.10," 199,500 ",6.14,971.0,22.7," 51,269 "," 46,608 ",110.0,118.6,131,,
2005.11," 184,200 ",6.35,917.0,21.4," 51,390 "," 44,016 ",116.8,110.0,130.1,,
2005.12," 182,500 ",6.43,916.0,21.3," 51,521 "," 43,968 ",117.2,116.8,128.6,,
2006.01," 176,600 ",6.44,887.0,20.3," 52,428 "," 42,576 ",123.1,117.2,130.9,,
2006.02," 179,900 ",6.44,904.0,20.6," 52,669 "," 43,392 ",121.4,123.1,132.9,,
2006.03," 179,800 ",6.57,916.0,20.8," 52,859 "," 43,968 ",120.2,121.4,130.9,,
2006.04," 182,100 ",6.61,931.0,21.0," 53,115 "," 44,688 ",118.9,120.2,126.4,,
2006.05," 191,200 ",6.73,990.0,22.3," 53,218 "," 47,520 ",112.0,118.9,124,,
2006.06," 190,700 ",6.76,991.0,22.2," 53,454 "," 47,568 ",112.4,112.0,118,,
2006.07," 193,500 ",6.93,1023.0,22.9," 53,546 "," 49,104 ",109.0,112.4,121.3,,
2006.08," 184,800 ",6.82,966.0,21.6," 53,723 "," 46,368 ",115.9,109.0,118.2,,
2006.09," 184,300 ",6.66,947.0,21.1," 53,889 "," 45,456 ",118.6,115.9,118.6,,
2006.10," 184,800 ",6.62,946.0,21.0," 54,058 "," 45,408 ",119.0,118.6,110,,
2006.11," 178,800 ",6.51,905.0,20.0," 54,242 "," 43,440 ",124.9,119.0,116.8,,
2006.12," 181,000 ",6.51,916.0,20.1," 54,592 "," 43,968 ",124.2,124.9,117.2,,
2007.01," 174,400 ",6.47,879.0,19.1," 55,085 "," 42,192 ",130.6,124.2,123.1,,
2007.02," 178,700 ",6.49,903.0,19.6," 55,400 "," 43,344 ",127.8,130.6,121.4,,
2007.03," 179,800 ",6.38,898.0,19.3," 55,719 "," 43,104 ",129.3,127.8,120.2,,
2007.04," 179,900 ",6.34,895.0,19.2," 55,838 "," 42,960 ",130.0,129.3,118.9,,
2007.05," 183,200 ",6.45,922.0,19.8," 55,955 "," 44,256 ",126.4,130.0,112,,
2007.06," 190,600 ",6.69,983.0,21.1," 56,020 "," 47,184 ",118.7,126.4,112.4,,
2007.07," 185,400 ",6.87,974.0,20.8," 56,230 "," 46,752 ",120.3,118.7,109,,
2007.08," 183,300 ",6.83,959.0,20.4," 56,337 "," 46,032 ",122.4,120.3,115.9,,
2007.09," 173,600 ",6.65,892.0,18.9," 56,736 "," 42,816 ",132.5,122.4,118.6,,
2007.10," 169,900 ",6.56,864.0,18.2," 56,910 "," 41,472 ",137.2,132.5,119,,
2007.11," 172,300 ",6.43,865.0,18.1," 57,198 "," 41,520 ",137.8,137.2,124.9,,
2007.12," 171,300 ",6.29,847.0,17.6," 57,607 "," 40,656 ",141.7,137.8,124.2,,
2008.01," 162,900 ",6.05,786.0,16.3," 57,793 "," 37,728 ",153.2,141.7,130.6,,
2008.02," 163,000 ",5.98,780.0,16.2," 57,953 "," 37,440 ",154.8,153.2,127.8,,
2008.03," 167,300 ",6.17,817.0,16.8," 58,199 "," 39,216 ",148.4,154.8,129.3,,
2008.04," 170,000 ",6.08,822.0,17.0," 58,142 "," 39,456 ",147.4,148.4,130,,
2008.05," 174,700 ",6.09,846.0,17.3," 58,524 "," 40,608 ",144.1,147.4,126.4,,
2008.06," 186,100 ",6.35,926.0,18.9," 58,800 "," 44,448 ",132.3,144.1,118.7,,
2008.07," 177,400 ",6.52,899.0,18.4," 58,557 "," 43,152 ",135.7,132.3,120.3,,
2008.08," 177,600 ",6.60,907.0,18.5," 58,704 "," 43,536 ",134.8,135.7,122.4,,
2008.09," 166,400 ",6.28,822.0,16.8," 58,732 "," 39,456 ",148.9,134.8,132.5,,
2008.10," 161,400 ",6.25,795.0,16.3," 58,581 "," 38,160 ",153.5,148.9,137.2,,
2008.11," 154,200 ",6.28,762.0,15.7," 58,319 "," 36,576 ",159.4,153.5,137.8,,
2008.12," 154,500 ",5.56,706.0,14.7," 57,792 "," 33,888 ",170.5,159.4,141.7,,
2009.01," 144,100 ",5.13,628.0,13.5," 55,722 "," 30,144 ",184.9,170.5,153.2,,
2009.02," 147,100 ",5.04,635.0,13.9," 54,679 "," 30,480 ",179.4,184.9,154.8,,
2009.03," 148,500 ",5.06,642.0,14.2," 54,384 "," 30,816 ",176.5,179.4,148.4,,
2009.04," 149,800 ",4.88,635.0,13.8," 55,133 "," 30,480 ",180.9,176.5,147.4,,
2009.05," 160,000 ",4.90,679.0,14.6," 55,966 "," 32,592 ",171.7,180.9,144.1,,
2009.06," 165,900 ",5.18,727.0,15.6," 56,063 "," 34,896 ",160.7,171.7,132.3,,
2009.07," 164,800 ",5.32,734.0,15.8," 55,581 "," 35,232 ",157.8,160.7,135.7,,
2009.08," 159,700 ",5.27,707.0,15.2," 55,883 "," 33,936 ",164.7,157.8,134.8,,
2009.09," 155,600 ",5.22,685.0,14.7," 55,835 "," 32,880 ",169.8,164.7,148.9,,
2009.10," 151,600 ",5.06,656.0,14.1," 55,941 "," 31,488 ",177.7,169.8,153.5,,
2009.11," 153,700 ",5.11,668.0,14.2," 56,637 "," 32,064 ",176.6,177.7,159.4,,
2009.12," 150,700 ",5.01,648.0,13.6," 57,387 "," 31,104 ",184.5,176.6,170.5,,
2010.01," 142,600 ",5.05,616.0,13.2," 55,854 "," 29,568 ",188.9,184.5,184.9,,
2010.02," 143,200 ",5.08,621.0,13.3," 55,827 "," 29,808 ",187.3,188.9,179.4,,
2010.03," 151,000 ",5.02,650.0,14.0," 55,770 "," 31,200 ",178.8,187.3,176.5,,
2010.04," 152,000 ",5.04,656.0,14.1," 55,685 "," 31,488 ",176.8,178.8,180.9,,
2010.05," 156,700 ",5.05,677.0,14.6," 55,615 "," 32,496 ",171.1,176.8,171.7,,
2010.06," 163,200 ",4.96,698.0,15.1," 55,598 "," 33,504 ",165.9,171.1,160.7,,
2010.07," 159,600 ",4.85,674.0,14.6," 55,562 "," 32,352 ",171.7,165.9,157.8,,
2010.08," 157,100 ",4.71,653.0,14.1," 55,500 "," 31,344 ",177.1,171.7,164.7,,
2010.09," 153,400 ",4.71,637.0,13.8," 55,495 "," 30,576 ",181.5,177.1,169.8,,
2010.10," 153,100 ",4.57,626.0,13.6," 55,428 "," 30,048 ",184.5,181.5,177.7,,
2010.11," 150,800 ",4.50,611.0,13.2," 55,413 "," 29,328 ",188.9,184.5,176.6,,
2010.12," 153,300 ",4.70,636.0,13.8," 55,351 "," 30,528 ",181.3,188.9,184.5,,
2011.01," 141,400 ",4.89,600.0,12.8," 56,346 "," 28,800 ",195.6,181.3,188.9,,
2011.02," 140,900 ",4.93,600.0,12.8," 56,415 "," 28,800 ",195.9,195.6,187.3,,
2011.03," 143,400 ",4.94,612.0,13.0," 56,437 "," 29,376 ",192.1,195.9,178.8,,
2011.04," 145,400 ",4.96,622.0,13.2," 56,496 "," 29,856 ",189.2,192.1,176.8,,
2011.05," 152,000 ",4.86,642.0,13.6," 56,501 "," 30,816 ",183.3,189.2,171.1,,
2011.06," 158,400 ",4.71,658.0,14.0," 56,536 "," 31,584 ",179.0,183.3,165.9,,
2011.07," 157,000 ",4.65,648.0,13.7," 56,601 "," 31,104 ",182.0,179.0,171.7,,
2011.08," 154,100 ",4.62,633.0,13.4," 56,593 "," 30,384 ",186.3,182.0,177.1,,
2011.09," 148,900 ",4.43,599.0,12.7," 56,607 "," 28,752 ",196.9,186.3,181.5,,
2011.10," 144,200 ",4.35,574.0,12.2," 56,667 "," 27,552 ",205.7,196.9,184.5,,
2011.11," 146,500 ",4.27,578.0,12.2," 56,625 "," 27,744 ",204.1,205.7,188.9,,
2011.12," 149,600 ",4.27,590.0,12.5," 56,675 "," 28,320 ",200.1,204.1,181.3,,
2012.01," 137,800 ",4.31,546.0,11.5," 57,139 "," 26,208 ",218.0,200.1,195.6,,
2012.02," 141,700 ",4.27,559.0,11.7," 57,308 "," 26,832 ",213.6,218.0,195.9,,
2012.03," 150,700 ",3.97,573.0,12.0," 57,417 "," 27,504 ",208.8,213.6,192.1,,
2012.04," 156,800 ",4.05,602.0,12.6," 57,520 "," 28,896 ",199.1,208.8,189.2,,
2012.05," 163,100 ",3.87,613.0,12.8," 57,514 "," 29,424 ",195.5,199.1,183.3,,
2012.06," 168,600 ",3.77,626.0,13.1," 57,530 "," 30,048 ",191.5,195.5,179,,
2012.07," 166,400 ",3.77,618.0,12.9," 57,613 "," 29,664 ",194.2,191.5,182,,
2012.08," 162,500 ",3.67,596.0,12.4," 57,619 "," 28,608 ",201.4,194.2,186.3,,
2012.09," 155,900 ",3.68,573.0,11.9," 57,792 "," 27,504 ",210.1,201.4,196.9,,
2012.10," 155,500 ",3.55,562.0,11.6," 58,002 "," 26,976 ",215.0,210.1,205.7,,
2012.11," 160,500 ",3.48,575.0,11.8," 58,283 "," 27,600 ",211.2,215.0,204.1,,
2012.12," 163,100 ",3.40,579.0,11.8," 58,812 "," 27,792 ",211.6,211.2,200.1,,
2013.01," 150,800 ",3.46,539.0,11.1," 58,296 "," 25,872 ",225.3,211.6,218,,
2013.02," 154,200 ",3.53,556.0,11.4," 58,344 "," 26,688 ",218.6,225.3,213.6,,
2013.03," 165,400 ",3.66,606.0,12.4," 58,438 "," 29,088 ",200.9,218.6,208.8,,
2013.04," 171,300 ",3.69,630.0,12.9," 58,661 "," 30,240 ",194.0,200.9,199.1,,
2013.05," 180,800 ",3.53,652.0,13.3," 58,996 "," 31,296 ",188.5,194.0,195.5,,
2013.06," 190,000 ",3.69,699.0,14.2," 59,183 "," 33,552 ",176.4,188.5,191.5,,
2013.07," 186,900 ",4.15,727.0,14.7," 59,169 "," 34,896 ",169.6,176.4,194.2,,
2013.08," 181,800 ",4.43,731.0,14.8," 59,334 "," 35,088 ",169.1,169.6,201.4,,
2013.09," 174,900 ",4.53,711.0,14.3," 59,540 "," 34,128 ",174.5,169.1,210.1,,
2013.10," 172,400 ",4.51,700.0,14.1," 59,529 "," 33,600 ",177.2,174.5,215.0,,
2013.11," 170,500 ",4.38,681.0,13.7," 59,786 "," 32,688 ",182.9,177.2,211.2,,
2013.12," 175,600 ",4.41,704.0,14.1," 59,707 "," 33,792 ",176.7,182.9,211.6,,
2014.01," 163,600 ",4.56,668.0,13.4," 59,601 "," 32,064 ",185.9,176.7,225.3,,
2014.02," 167,300 ",4.48,677.0,13.6," 59,816 "," 32,496 ",184.1,185.9,218.6,,
2014.03," 174,500 ",4.41,700.0,14.0," 60,038 "," 33,600 ",178.7,184.1,200.9,,
2014.04," 177,400 ",4.40,711.0,14.2," 60,190 "," 34,128 ",176.4,178.7,194.0,,
2014.05," 187,100 ",4.33,743.0,14.8," 60,346 "," 35,664 ",169.2,176.4,188.5,,
2014.06," 195,600 ",4.21,766.0,15.2," 60,527 "," 36,768 ",164.6,169.2,176.4,,
2014.07," 194,400 ",4.22,762.0,15.1," 60,671 "," 36,576 ",165.9,164.6,169.6,,
2014.08," 190,000 ",4.26,749.0,14.8," 60,837 "," 35,952 ",169.2,165.9,169.1,,
2014.09," 183,500 ",4.24,721.0,14.2," 60,958 "," 34,608 ",176.1,169.2,174.5,,
2014.10," 181,100 ",4.30,717.0,14.1," 61,098 "," 34,416 ",177.5,176.1,177.2,,
2014.11," 181,700 ",4.18,709.0,13.9," 61,240 "," 34,032 ",179.9,177.5,182.9,,
2014.12," 187,100 ",4.17,729.0,14.3," 61,388 "," 34,992 ",175.4,179.9,176.7,,
2015.01," 173,500 ",4.08,669.0,13.1," 61,441 "," 32,112 ",191.3,175.4,185.9,,
2015.02," 181,500 ",3.93,687.0,13.4," 61,648 "," 32,976 ",186.9,191.3,184.1,,
2015.03," 189,500 ",4.02,726.0,14.1," 61,653 "," 34,848 ",176.9,186.9,178.7,,
2015.04," 194,800 ",4.01,745.0,14.4," 61,937 "," 35,760 ",173.2,176.9,176.4,,
2015.05," 204,200 ",3.93,773.0,14.9," 62,223 "," 37,104 ",167.7,173.2,169.2,,
2015.06," 211,200 ",4.05,812.0,15.6," 62,412 "," 38,976 ",160.1,167.7,164.6,,
2015.07," 205,800 ",4.23,808.0,15.5," 62,591 "," 38,784 ",161.4,160.1,165.9,,
2015.08," 201,200 ",4.19,786.0,15.0," 62,679 "," 37,728 ",166.1,161.4,169.2,,
2015.09," 194,900 ",4.11,754.0,14.4," 62,723 "," 36,192 ",173.3,166.1,176.1,,
2015.10," 192,400 ",4.08,742.0,14.2," 62,783 "," 35,616 ",176.3,173.3,177.5,,
2015.11," 193,600 ",4.06,745.0,14.2," 62,749 "," 35,760 ",175.5,176.3,179.9,,
2015.12," 198,900 ",4.22,780.0,14.9," 62,864 "," 37,440 ",167.9,175.5,175.4,,
2016.01," 188,000 ",4.23,738.0,13.9," 63,769 "," 35,424 ",180.0,167.9,191.3,,
2016.02," 190,500 ",4.10,736.0,13.9," 63,747 "," 35,328 ",180.4,180.0,186.9,,
2016.03," 197,800 ",3.92,748.0,14.0," 64,010 "," 35,904 ",178.3,180.4,176.9,,
2016.04," 206,000 ",3.93,780.0,14.6," 64,250 "," 37,440 ",171.6,178.3,173.2,,
2016.05," 215,500 ",3.86,809.0,15.1," 64,374 "," 38,832 ",165.8,171.6,167.7,,
2016.06," 223,300 ",3.86,838.0,15.6," 64,642 "," 40,224 ",160.7,165.8,160.1,,
2016.07," 218,500 ",3.78,813.0,15.0," 64,855 "," 39,024 ",166.2,160.7,161.4,,
2016.08," 214,500 ",3.76,796.0,14.7," 65,115 "," 38,208 ",170.4,166.2,166.1,,
2016.09," 210,100 ",3.83,786.0,14.4," 65,521 "," 37,728 ",173.7,170.4,173.3,,
2016.10," 209,100 ",3.84,783.0,14.3," 65,922 "," 37,584 ",175.4,173.7,176.3,,
2016.11," 210,400 ",3.86,790.0,14.3," 66,179 "," 37,920 ",174.5,175.4,175.5,,
2016.12," 213,500 ",4.20,835.0,15.1," 66,570 "," 40,080 ",166.1,174.5,167.9,,
2017.01," 203,700 ",4.45,821.0,14.9," 66,240 "," 39,408 ",168.1,166.1,180.0,,
2017.02," 208,500 ",4.48,843.0,15.2," 66,498 "," 40,464 ",164.3,168.1,180.4,,
2017.03," 214,500 ",4.29,848.0,15.3," 66,707 "," 40,704 ",163.9,164.3,178.3,,
2017.04," 223,400 ",4.11,865.0,15.5," 66,807 "," 41,520 ",160.9,163.9,171.6,,
2017.05," 227,500 ",4.03,872.0,15.6," 67,041 "," 41,856 ",160.2,160.9,165.8,,
2017.06," 237,100 ",4.22,930.0,16.6," 67,084 "," 44,640 ",150.3,160.2,160.7,,
2017.07," 232,600 ",4.20,910.0,16.2," 67,299 "," 43,680 ",154.1,150.3,166.2,,
2017.08," 225,600 ",4.25,888.0,15.8," 67,553 "," 42,624 ",158.5,154.1,170.4,,
2017.09," 221,400 ",4.20,866.0,15.3," 67,930 "," 41,568 ",163.4,158.5,173.7,,
2017.10," 217,800 ",4.20,852.0,15.0," 68,278 "," 40,896 ",167.0,163.4,175.4,,
2017.11," 220,600 ",4.26,869.0,15.2," 68,606 "," 41,712 ",164.5,167.0,174.5,,
2017.12," 224,200 ",4.22,879.0,15.3," 68,971 "," 42,192 ",163.5,164.5,166.1,,
2018.01," 214,600 ",4.31,851.0,14.7," 69,266 "," 40,848 ",169.6,163.5,168.1,,
2018.02," 218,900 ",4.46,883.0,15.3," 69,428 "," 42,384 ",163.8,169.6,164.3,,
2018.03," 227,500 ",4.66,940.0,16.2," 69,611 "," 45,120 ",154.3,163.8,163.9,,
2018.04," 232,300 ",4.70,964.0,16.6," 69,721 "," 46,272 ",150.7,154.3,160.9,,
2018.05," 239,000 ",4.73,995.0,17.1," 69,878 "," 47,760 ",146.3,150.7,160.2,,
2018.06," 244,000 ",4.80,"1,024.0",17.5," 70,063 "," 49,152 ",142.5,146.3,150.3,,
2018.07," 239,600 ",4.80,"1,006.0",17.2," 70,255 "," 48,288 ",145.5,142.5,154.1,,
2018.08," 234,200 ",4.81,984.0,16.8," 70,432 "," 47,232 ",149.1,145.5,158.5,,
2018.09," 228,800 ",4.81,961.0,16.4," 70,439 "," 46,128 ",152.7,149.1,163.4,,
2018.10," 226,900 ",4.91,964.0,16.4," 70,567 "," 46,272 ",152.5,152.7,167.0,,
2018.11," 228,500 ",5.04,986.0,16.8," 70,638 "," 47,328 ",149.3,152.5,164.5,,
2018.12," 230,300 ",5.03,992.0,16.8," 71,054 "," 47,616 ",149.2,149.3,163.5,,
2019.01," 220,800 ",4.80,927.0, 15.6 ," 71,535 "," 44,496 ",160.8,149.2,169.6,,
2019.02," 224,300 ",4.66,926.0, 15.5 ," 71,854 "," 44,448 ",161.7,160.8,163.8,,
2019.03," 232,400 ",4.56,949.0, 15.8 ," 72,101 "," 45,552 ",158.3,161.7,154.3,,
2019.04," 239,900 ",4.37,958.0, 15.9 ," 72,282 "," 45,984 ",157.2,158.3,150.7,,
2019.05," 248,400 ",4.11,961.0, 15.9 ," 72,405 "," 46,128 ",157.0,157.2,146.3,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.06," 254,200 ",3.84,952.0, 15.7 ," 72,612 "," 45,696 ",158.9,157.0,142.5,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.07," 250,900 ",3.82,938.0, 15.5 ," 72,808 "," 45,024 ",161.7,158.9,145.5,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.08," 246,200 ",3.66,902.0, 14.8 ," 73,034 "," 43,296 ",168.7,161.7,149.1,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.09," 241,700 ",3.65,885.0, 14.5 ," 73,157 "," 42,480 ",172.2,168.7,152.7,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.10," 240,800 ",3.74,891.0, 14.6 ," 73,222 "," 42,768 ",171.2,172.2,152.5,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.11," 240,400 ",3.75,891.0, 14.6 ," 73,481 "," 42,768 ",171.8,171.2,149.3,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.12," 246,500 ",3.78,917.0, 15.0 ," 73,565 "," 44,016 ",167.1,171.8,149.2,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
